#cov from SACcov
2600.31      95.9764      60.4287      33.5953      16.8874      7.82035      3.44277      1.59139      1.21494      0.277053     0.0413754   
95.9764      1215.66      42.8203      26.3088      12.602       5.22816      2.90718      0.558936     0.396411     0.363394     0.00489082  
60.4287      42.8203      555.203      16.3792      8.424        4.16178      1.39084      0.676514     0.38024      0.133246     0.0481985   
33.5953      26.3088      16.3792      187.623      5.39193      2.05218      0.933088     0.683082     0.145732     0.127981     0.0407658   
16.8874      12.602       8.424        5.39193      86.5121      1.88882      0.636556     0.233655     0.00877465   0.0449063    0.0354854   
7.82035      5.22816      4.16178      2.05218      1.88882      35.4538      0.578935     0.158297     0.0707064    0.0349666    0.0425674   
3.44277      2.90718      1.39084      0.933088     0.636556     0.578935     13.8233      0.228363     0.0751064    0.0281711    0.00830927  
1.59139      0.558936     0.676514     0.683082     0.233655     0.158297     0.228363     5.81836      0.122231     0.0362208    0.0170149   
1.21494      0.396411     0.38024      0.145732     0.00877465   0.0707064    0.0751064    0.122231     2.44352      0.0794707    0.0173251   
0.277053     0.363394     0.133246     0.127981     0.0449063    0.0349666    0.0281711    0.0362208    0.0794707    1.09604      0.0576507   
0.0413754    0.00489082   0.0481985    0.0407658    0.0354854    0.0425674    0.00830927   0.0170149    0.0173251    0.0576507    0.503403    
