#cov from SACcov
385.334      6.40277      3.29889      0.963911     0.78309      0.144072     0.0950671    0.0850443    -0.00440584  0.0333854    0.0209102   
6.40277      180.552      1.90068      1.12882      0.358605     0.213492     0.111791     0.0942992    0.00540892   0.0270834    -0.0170328  
3.29889      1.90068      57.408       0.407221     0.271755     0.17937      0.0789964    0.0125568    0.038201     0.0143874    -0.000814041
0.963911     1.12882      0.407221     25.6474      0.212998     0.0588427    -0.00326076  -0.00124714  0.00387208   0.0128894    0.00478236  
0.78309      0.358605     0.271755     0.212998     10.4132      0.0915707    0.0314862    0.0196348    0.0032633    0.00561339   0.000196605 
0.144072     0.213492     0.17937      0.0588427    0.0915707    4.33561      0.0264316    0.00920894   0.00836271   -0.00449389  0.00068418  
0.0950671    0.111791     0.0789964    -0.00326076  0.0314862    0.0264316    1.73674      0.0216507    0.00653081   0.00413261   0.00113251  
0.0850443    0.0942992    0.0125568    -0.00124714  0.0196348    0.00920894   0.0216507    0.726847     0.0115404    0.00535769   0.00099844  
-0.00440584  0.00540892   0.038201     0.00387208   0.0032633    0.00836271   0.00653081   0.0115404    0.309032     0.0101082    0.00275231  
0.0333854    0.0270834    0.0143874    0.0128894    0.00561339   -0.00449389  0.00413261   0.00535769   0.0101082    0.137108     0.00833899  
0.0209102    -0.0170328   -0.000814041 0.00478236   0.000196605  0.00068418   0.00113251   0.00099844   0.00275231   0.00833899   0.0652864   
