#cov from SACcov
1183.87      224.6        134.209      73.5707      37.4774      16.1388      7.04477      2.69132      1.12911      0.471826     0.195075    
224.6        509.514      103.354      57.8646      29.54        13.8285      5.62358      2.3575       1.0254       0.388152     0.204195    
134.209      103.354      218.487      40.7167      21.207       9.85297      4.19947      1.72718      0.744099     0.305285     0.157844    
73.5707      57.8646      40.7167      91.0855      13.4785      6.46964      2.77367      1.23193      0.509866     0.211712     0.108894    
37.4774      29.54        21.207       13.4785      35.7444      4.08423      1.72208      0.761265     0.307433     0.136633     0.0657684   
16.1388      13.8285      9.85297      6.46964      4.08423      13.9238      1.1583       0.473689     0.215293     0.0946436    0.0385433   
7.04477      5.62358      4.19947      2.77367      1.72208      1.1583       5.55417      0.369465     0.137655     0.0510492    0.0309942   
2.69132      2.3575       1.72718      1.23193      0.761265     0.473689     0.369465     2.35341      0.147941     0.0493345    0.0190136   
1.12911      1.0254       0.744099     0.509866     0.307433     0.215293     0.137655     0.147941     1.04472      0.0816778    0.0238799   
0.471826     0.388152     0.305285     0.211712     0.136633     0.0946436    0.0510492    0.0493345    0.0816778    0.490306     0.0510501   
0.195075     0.204195     0.157844     0.108894     0.0657684    0.0385433    0.0309942    0.0190136    0.0238799    0.0510501    0.248046    
