#cov from SACcov
7101.54      358.013      231.523      145.62       72.252       33.7496      12.4849      5.83108      1.68766      1.18069      0.692553    
358.013      3112.8       162.639      104.895      51.785       25.5779      11.2924      4.50548      1.72394      0.652757     0.360241    
231.523      162.639      1357.54      69.2345      37.2546      18.2463      6.48033      4.28492      0.991243     0.509905     0.373496    
145.62       104.895      69.2345      409.282      23.8831      11.4173      4.96284      2.2132       1.0156       0.320877     0.197015    
72.252       51.785       37.2546      23.8831      197.913      7.53068      3.22062      1.35687      0.476486     0.194425     0.142226    
33.7496      25.5779      18.2463      11.4173      7.53068      76.7313      2.16109      0.847157     0.413603     0.195254     0.0321002   
12.4849      11.2924      6.48033      4.96284      3.22062      2.16109      31.0922      0.688539     0.229302     0.059309     0.0512248   
5.83108      4.50548      4.28492      2.2132       1.35687      0.847157     0.688539     12.3139      0.304798     0.0881282    0.0295339   
1.68766      1.72394      0.991243     1.0156       0.476486     0.413603     0.229302     0.304798     5.19122      0.158872     0.0636509   
1.18069      0.652757     0.509905     0.320877     0.194425     0.195254     0.059309     0.0881282    0.158872     2.28562      0.122175    
0.692553     0.360241     0.373496     0.197015     0.142226     0.0321002    0.0512248    0.0295339    0.0636509    0.122175     1.05278     
