#cov from SACcov
207.209      1.72194      1.07918      0.765504     0.0574279    0.0763296    0.00921956   -0.00751699  -0.0138732   0.02185      0.0022453   
1.72194      89.5695      0.692584     0.481972     0.0494369    0.168466     0.0200398    0.0128421    0.0070469    0.0117369    0.0057732   
1.07918      0.692584     36.3636      0.172245     0.0450043    0.0313912    0.0284045    0.0180736    0.00509433   0.00512838   0.00613276  
0.765504     0.481972     0.172245     14.5735      0.129298     0.0316497    0.0282073    0.0102092    0.00279414   -0.00300303  0.00156818  
0.0574279    0.0494369    0.0450043    0.129298     6.13367      0.0413932    0.0109608    -0.00283036  6.178e-05    0.0015827    0.00116562  
0.0763296    0.168466     0.0313912    0.0316497    0.0413932    2.47152      0.0250965    0.00924849   -0.000799289 0.00261609   -0.000474518
0.00921956   0.0200398    0.0284045    0.0282073    0.0109608    0.0250965    1.00411      0.0098208    0.00103976   0.00217366   0.000227213 
-0.00751699  0.0128421    0.0180736    0.0102092    -0.00283036  0.00924849   0.0098208    0.424143     0.00676204   0.00173565   0.000948195 
-0.0138732   0.0070469    0.00509433   0.00279414   6.178e-05    -0.000799289 0.00103976   0.00676204   0.180724     0.00607827   0.00193882  
0.02185      0.0117369    0.00512838   -0.00300303  0.0015827    0.00261609   0.00217366   0.00173565   0.00607827   0.0799501    0.00544856  
0.0022453    0.0057732    0.00613276   0.00156818   0.00116562   -0.000474518 0.000227213  0.000948195  0.00193882   0.00544856   0.0385868   
