# delz, RspecovRlambda, pmem
0.000843264 0.531857 0.929958
-0.000229694 0.403191 0.134451
0.0028845 0.265812 0.953873
0.0129357 0.744243 0.544578
0.000788659 0.668529 0.881509
-0.00177339 0.387693 0.927741
-0.00149375 1.00572 0.254708
0.0483113 1.02358 0.0831182
-0.00220238 1.09034 0.0253496
0.00211641 0.999815 0.168065
0.00112888 0.511644 0.946182
-0.00172989 0.226919 0.529233
-0.00368848 0.781079 0.0398467
0.00258197 0.838983 0.825353
0.000204042 0.228878 0.956661
0 0 1
0.00121919 0.205316 0.972005
0.000227697 0.344248 0.923728
-0.000237584 0.868684 0.66426
0.12674 0.57714 0.0807408
0.000231557 0.611462 0.910016
-0.000431396 0.536389 0.918175
-0.00216138 0.115395 0.985398
-0.0019875 0.182103 0.952822
0.000242203 0.694916 0.860323
-0.000838354 0.306944 0.899813
-0.00114717 0.203394 0.958679
0.000433825 0.105249 0.984492
0.00151715 0.0869174 0.980139
0 0 1
-0.000335522 0.0203302 0.976742
-0.00091774 0.147186 0.922644
0.00204475 0.396782 0.948228
0.00127167 0.0871376 0.986177
0.00145655 0.0909163 0.981989
0.000461362 0.153867 0.98346
0.000733033 0.434547 0.487767
-0.0105623 0.981984 0.0545916
-0.001259 0.900302 0.514094
0.00142474 0.939777 0.300468
-0.000691004 0.633799 0.890528
-0.000577644 0.717189 0.829409
0.000638925 0.63304 0.763507
0.000473119 0.817162 0.738277
0.00101153 1.01177 0.09224
-0.000403427 1.02098 0.0559121
0.000634097 0.945282 0.353402
-0.0012548 0.456951 0.932466
0.0430515 0.254529 0.861291
-0.000984825 0.211977 0.944838
-9.03755e-05 0.553949 0.802519
-0.000135645 0.694361 0.870373
0 0 1
0.0428473 0.137656 0.634976
-0.00137028 0.309465 0.955535
-0.000549451 0.227869 0.971233
-0.000911519 0.666957 0.283683
0.0434645 0.768282 0.158696
-4.82276e-05 0.789673 0.0457612
0.00787976 1.0483 0.0258432
0.0528072 0.957445 0.231894
-0.0018802 0.920749 0.528526
-0.000879422 0.901725 0.0471249
0.00204147 0.625171 0.0516701
0.000860997 0.487527 0.16521
-0.000233658 0.821319 0.0171728
-0.000510484 0.839664 0.744605
0.000975952 0.275797 0.954465
0.000331581 0.669996 0.794625
0.00136007 0.904716 0.0809584
0.00046891 0.31148 0.202378
-0.000345528 0.458392 0.906895
-0.00160082 0.291122 0.929709
-0.000778481 0.213177 0.953523
0 0 1
0.00741132 0.757976 0.868611
0.000120677 0.239617 0.969872
0 0 1
-0.00222481 0.461283 0.916443
0.000608414 0.946186 0.660543
0.0136568 0.409182 0.974607
0 0 1
0.00171922 0.0722473 0.985585
-0.000222929 0.304124 0.977463
0.0017753 0.20044 0.959162
-0.046166 0.687973 0.418833
0.0012091 0.641581 0.741216
0.00153478 0.289445 0.911018
-0.00162663 0.648578 0.858655
0 0 1
-0.00108963 0.114703 0.987002
0.000815131 0.177557 0.982255
-0.00293995 0.296801 0.96673
0.00388108 0.379532 0.95392
-0.000443399 0.475524 0.926762
0.00258629 0.747344 0.60748
-0.00126054 1.04813 0.0962088
0.000631638 0.420125 0.952718
0.00113201 1.13814 0.065909
-0.000417598 0.304975 0.938155
0.000235908 0.961239 0.612529
-0.000936694 0.820551 0.167169
-0.00288737 0.808127 0.812856
0.00371666 0.663305 0.171736
0 0 1
-0.00144801 0.146203 0.994353
0.00448255 0.310408 0.972263
0.00528061 0.932154 0.712635
0.0412159 1.00768 0.395796
0.00481816 0.689472 0.860267
0.000195861 0.910844 0.68444
-0.00889268 0.752042 0.544908
-0.00531971 0.993168 0.387236
0.0107339 0.692282 0.875376
0.00206618 0.588448 0.475564
-0.000263162 0.535415 0.722105
0.0012492 0.379443 0.931738
0.0520723 0.359617 0.919074
0.00400428 0.872837 0.246955
0.000311576 0.0147869 0.97873
0 0 1
0.000798568 0.0308397 0.97907
0.00702403 0.353986 0.938668
0.00804475 0.353309 0.572036
-0.0539842 0.309799 0.652211
-0.00819694 0.234902 0.453852
-0.0287872 1.18852 0.0132146
-0.00150705 0.197109 0.945784
-0.000845812 0.344888 0.454556
-0.00207392 0.947828 0.618492
0.000412308 1.14451 0.0571638
0.0284501 0.715248 0.25837
0.000752263 0.666953 0.886924
0.0207129 0.402693 0.947462
-0.000803977 0.10137 0.957603
0 0 1
-0.00026156 0.0154393 0.983
0.00384668 0.235193 0.897673
0.0006532 0.606537 0.926832
-0.00379706 0.718478 0.348022
0.000415534 0.890692 0.791852
0.0010616 0.628973 0.903137
-0.0311733 0.674472 0.589571
-0.00123236 0.246224 0.824019
-0.00369378 0.0412339 0.978748
-0.00306268 0.0934998 0.98865
0.00467096 0.1826 0.983455
0.000163071 0.198981 0.962384
-0.000222564 0.183082 0.959533
-0.000259183 0.386623 0.9611
-0.000251897 0.378496 0.949217
0.000366822 0.539764 0.917909
4.20585e-05 0.160971 0.430952
-0.00100449 0.298724 0.944812
0 0 1
0.0333662 1.00393 0.053401
-0.00027398 0.745156 0.388718
0.0499959 1.04626 0.0146161
0.000959679 1.12786 0.0182998
0.000499167 1.09482 0.0449666
0.00243661 0.244617 0.969664
0.0158458 1.11748 0.0264165
0.0354116 0.954474 0.104501
0.0381355 1.02627 0.164641
-0.000191085 0.375926 0.941175
0.000823684 0.205898 0.962591
2.4423e-05 0.219869 0.975044
-0.000314415 0.212957 0.98052
-0.000425741 0.511993 0.305731
0.000120513 0.398453 0.939885
0.00348216 0.259857 0.965601
0.00230142 0.387076 0.932802
0.00141866 0.186919 0.983336
-2.46763e-05 0 1
0.00395838 0.368398 0.932032
0.00255469 0.441575 0.949407
0.0030983 1.17339 0
0.000673793 0.728457 0.123163
0.00379784 0.956238 0.522149
0.00138912 1.20207 0
0.00279537 1.15128 0
0.00355505 0.711677 0.856275
0.00409161 0.732561 0.563119
0.00477691 0.651523 0.0752749
0.000986703 0.751936 0.870005
0.00123482 0.99616 0.357681
-0.0306307 0.441634 0
-0.00137898 0.435359 0.935539
0.00254768 0.380262 0.934028
-0.000434123 0.400914 0.938771
-0.000125602 0.855262 0.268154
-0.00234076 1.0944 0.0138939
0.00208321 0.643723 0.901252
0.0344727 0.707364 0.0659679
-0.00216671 0.475408 0.941283
0.00309633 0.970222 0.331531
0.0107301 0.865029 0.017457
-0.00163459 0.1035 0.961028
0 0 1
0.00629113 0.0685427 0.976429
0.000344522 0.0257557 0.985651
-0.000191592 0.358073 0.954664
-0.000795133 0.17792 0.988319
-0.000766575 0.283034 0.962066
0.000821523 0.385203 0.48372
0.00214002 0.297448 0.954056
-0.00246264 0.341739 0.951382
-0.00102692 0.24448 0.973796
0.00206219 0.971548 0.50728
0.00359401 0.8893 0.721368
-8.00565e-05 1.11071 0.18992
-0.000740103 0.0918832 0.969822
0 0 1
-0.00798038 1.22266 0.0206107
0.00782515 1.02697 0.330387
0.00149927 0.173624 0.986247
8.85129e-06 0.934678 0.785233
-0.000736147 1.08967 0.0973311
0.024361 1.03375 0.296596
-0.000840306 0.524709 0.89857
0 0 1
-0.000486046 0.168906 0.979786
0.000201724 0.301821 0.750243
0.00754338 0.755449 0.874758
0.0105743 0.250377 0.962382
-0.0275353 0.460726 0.0709122
0.00231128 0.667589 0.747688
0.00291285 1.01804 0.0999836
0.000836164 0.463899 0.930414
-0.000687651 0.933909 0.489934
0.000514239 0.869028 0.701423
-0.000570953 1.08138 0.0108569
-0.00319421 0.358319 0.956663
0.00278101 0.256571 0.848186
-0.00349366 0.282439 0.966085
0 0 1
-0.00126881 0.414302 0.900926
0.00186808 0.909303 0.600615
0.000382304 0.8066 0.870728
-0.000243269 0.773485 0.828358
-0.00066527 0.621733 0.893124
0.00284952 0.391798 0.935643
0.00375862 0.237691 0.974674
-0.000412114 0.284177 0.95887
0.000585377 0.335781 0.682576
-0.0575416 0.107529 0.929276
-0.000825204 0.955327 0.0395502
0.0212608 0.745491 0.853604
0.0196471 0.941961 0.578826
0.0209086 1.06336 0.119422
-0.019111 0.818304 0.640824
0.0256069 0.952535 0.722892
0.0218554 1.0421 0.286662
0.00246563 0.745485 0.872388
-0.0016845 1.07987 0.0175143
-0.00175668 1.08987 0.0524778
0.0010263 0.468548 0.949842
0.000309907 0.496885 0.922393
0.00172704 0.341049 0.902472
-0.00419683 0.60954 0.871442
-0.000555262 0.696298 0.0406178
-0.0047634 0.109114 0.988814
0.000409774 0.222251 0.971178
0.00140333 0.536266 0.935346
0 0 1
-0.00285514 0.146372 0.987682
-0.00313412 0.276803 0.91902
0.0198596 0.300115 0.949723
-0.00135925 0.177399 0.938277
-0.00119106 0.796159 0.881589
-0.00286137 0.79532 0.159115
-0.000540778 1.05662 0.0798134
0.00213995 0.109953 0.991026
-0.00196907 0.136552 0.986665
-0.0177963 0.871428 0.242422
0 0 1
-0.00216422 0.834262 0.572837
-0.0179057 0.918124 0.61903
9.11206e-06 0.878868 0.746307
-0.00261672 0.63217 0.85639
-0.00183347 1.05544 0.0381624
0 0 1
0.0312457 0.329862 0.0590415
-0.00470976 0.248494 0.429196
-0.0297152 0.516573 0.20732
-0.00119929 0.633141 0.617786
-0.00437964 0.475649 0.842035
-0.00413083 0.522436 0.808028
-0.00531249 0.616362 0.855442
-0.00683411 0.651969 0.224681
0.000193357 0.539797 0.0545822
-0.00416721 0.428287 0.222342
-0.00444563 0.723166 0.833779
-0.00246757 0.533307 0.205232
-0.00235798 1.12734 0.0256131
0.00270721 0.529717 0.921517
0.00207417 0.345825 0.953315
-0.00200596 0.283567 0.808455
0.000845239 0.187382 0.982415
-0.0555566 0.947252 0.182837
0.0919753 0.934101 0.0212799
0.00627992 0.354788 0.911093
0.000222981 0.296964 0.969965
-0.00149237 0.601362 0.901881
-0.0550478 1.01359 0.12737
0 0 1
-0.003794 0.0560001 0.991616
-0.00395477 0.0772583 0.921366
-0.00164643 0.185256 0.975019
-0.0018006 0.287753 0.966193
0.0076649 0.269718 0.877983
0.00313108 0.0930615 0.976986
-0.0558895 0.51636 0.251706
-0.00231855 1.11278 0.0225142
-0.00340562 0.952765 0.502682
-0.00124155 0.879303 0.855574
-0.000300899 0.591236 0
-0.00225322 0.485328 0.946368
-0.0600994 0.891271 0.0350084
0.0332467 0.743703 0.411039
0.00171933 0.753624 0.0614665
0.000149779 0.913982 0.82504
0.00131474 0.613655 0.932422
0.000119954 0.769964 0.740778
-0.000687875 0.833208 0.837829
0.000706196 1.01345 0.565784
-0.000747293 0.490481 0.928162
0 0 1
-0.00258181 0.246868 0.963332
-0.00499187 0.378728 0.188843
-0.00399195 0.453072 0.920492
-0.00758627 1.18522 0.0130734
-0.00635805 0.534886 0.894649
-0.00412008 1.02615 0.46162
-0.0050768 0.903204 0.784042
-0.0071715 1.00573 0.41529
-0.00716897 0.355519 0.950781
-0.00281896 0.299341 0.530468
-0.00448391 0.476411 0.92625
-0.00590301 0.639335 0.89616
-0.00298272 1.12334 0.0964512
0.000831977 0.697108 0.884356
-0.0021221 0.73736 0.810729
-0.00444885 0.637136 0.909224
0.0633189 0.901999 0.011211
-0.00174628 0.181078 0.973995
-0.00426069 0.163825 0.975573
0 0 1
-0.00159589 0.42177 0.934464
-0.00443366 0.142127 0.975447
-0.00596765 0.131225 0.985921
-0.00078468 0.161897 0.980355
-0.00364394 0.19797 0.976221
-0.0075497 0.292091 0.967272
-0.00174239 0.331773 0.958056
-0.00169779 0.795484 0.749273
-0.00207775 1.18711 0.0133188
0.00278075 0.470358 0.777186
0.0056972 0.803521 0.766197
0.00624945 0.696755 0
0.000297002 0.318538 0.510119
0.00465267 0.122321 0.972617
0.00387625 0.274829 0.950603
0.0038901 0.172488 0.614418
0.00335252 0.320025 0.341138
0.00350384 0.344323 0.280579
-0.0278073 0.617819 0.303895
-0.0139037 0.795939 0.738377
0.0216604 0.84265 0.625892
-0.000580348 0.941139 0.744192
-0.00211881 0.877881 0.813137
0.0204908 1.01102 0.399329
-0.00102355 0.524706 0.89618
-0.000389822 0.771584 0.0740214
0.000609934 0.611001 0.86035
0.0263313 0.875443 0.826378
-0.00183832 0.70138 0.741329
-0.0534667 0.409664 0.861406
0.0012827 0.743993 0.0667426
0.0488694 0.272204 0.320231
0.00120854 0.255658 0.92647
-5.1938e-05 0.147409 0.942279
-0.012654 0.339745 0.957142
-0.00213557 0.132559 0.993943
-0.001283 0.123157 0.991122
-0.000878371 0.533736 0.908254
0.000981338 0.337516 0.961156
0 0 1
-0.00236414 0.00883005 0.884824
0.0040414 0.459982 0.942106
-0.000233613 0.536255 0.857149
-0.000256442 1.04093 0.20903
0.000994451 0.828068 0.857586
-0.000787668 0.830337 0.880201
-0.000308938 0.849221 0.424799
-0.00207921 1.11872 0.0277865
-0.0411081 0.783665 0.615514
0.00040976 0.928416 0.518801
0.00260303 0.805864 0.846983
0.00221547 0.848814 0.318276
-0.00537255 0.997251 0.248062
-0.0013084 0.847255 0.820414
-0.00211462 0.872966 0.305798
-0.000686049 0.770914 0.825961
0.0023794 0.964109 0.415247
-0.00542573 0.740802 0.785147
0.0882753 0.650671 0.345272
-0.00232569 0.421981 0.932868
8.64565e-05 0.956676 0.25035
0.00100031 0.464156 0.923544
-0.0447077 0.83698 0.328263
-0.0039385 0.298562 0
0.000363715 0.430141 0.940959
0.000861049 0.223105 0.989206
-0.00238011 0.405214 0.946571
0.000256993 0.315096 0.958854
-0.00226965 0.526169 0.906128
-0.00206514 0.196535 0.977749
0.0311382 0.377178 0.372984
-0.0445041 0.281537 0.281477
0.00340818 0.315186 0
-0.00181808 0.0967966 0.987999
0 0 1
-0.00127746 0.0846426 0.985994
-0.00138464 0.172031 0.981127
-0.000613175 0.313137 0.649532
0.00331532 0.386292 0.893802
0.00378381 0.300013 0.96288
0 0 1
-0.0016775 0.0926951 0.974258
-0.00395902 0.324255 0.95718
-0.00194161 0.128711 0.980487
0.00602978 0.233285 0.854862
9.03979e-05 0.747143 0.607378
-0.000895545 0.73496 0.863403
-0.000494123 0.493778 0.926789
-0.000813179 0.36031 0.953449
0.00202763 0.707283 0.841442
0.00118336 0.615979 0.764769
-3.90783e-05 0.315163 0.924137
-0.0136758 1.06161 0.070796
-0.00139263 0.440513 0.564588
0.000284925 0.781211 0.878819
0.0510041 0.61186 0.164335
0 0 1
-0.00359838 0.132639 0.988133
0.00183243 0.336385 0.924688
-0.00305413 0.16507 0.982619
-0.00168898 0.53344 0.932773
-0.00171646 0.996909 0.306636
0.00364804 0.732689 0.89896
-0.00195849 0.579108 0.923404
0.000438191 0.764509 0.841935
-0.00122885 0.712085 0.866727
-0.00159834 1.11635 0.0180497
0.00016205 1.07363 0.0687192
-0.03024 0.857649 0.650499
-3.53009e-05 0 1
-0.000893906 0.179934 0.984583
-0.0261143 1.10196 0.0244149
-0.00146562 1.10259 0.025797
-0.000816919 0.815384 0.857651
-0.00490138 0.494581 0.277492
0.00282338 0.793333 0.833077
-0.00441763 0.487506 0.191001
-0.000395641 0.831156 0.838863
0.0131432 1.0091 0.0237069
0 0 1
0.0193485 0.317093 0.933838
0.0103559 0.567881 0.857699
-0.053057 0.15166 0.264462
0.0157553 0.374295 0.942375
0.0111416 0.405192 0.92916
-0.00418662 0.459205 0.024433
0.0181342 0.47728 0.890697
8.82447e-05 1.34484 0
-0.0529081 0.599734 0.0219634
0.0161126 0.897653 0.187817
0.0104046 0.793479 0.717334
0.00285324 0.855664 0.793757
0.0678351 0.49162 0.167124
0.000172451 0.203289 0.896418
0.000199832 0.101329 0.967683
0.0020911 0.227041 0.971123
0 0 1
-0.000440866 1.03882 0.0357228
0.00178411 0.887144 0.81027
-0.00215771 0.509722 0.298699
-0.00177322 1.02395 0.692371
-0.00363141 1.01568 0.703899
-0.00138929 0.469814 0.68586
0.000589646 0.199144 0.850529
-0.000940591 0.185695 0.987587
0 0 1
-0.00438447 0.0401667 0.958939
-0.000428215 0.13741 0
-0.00184835 0.21517 0.982429
-0.00062111 0.824827 0.88645
-0.00400905 0.494276 0.864762
-0.000356965 0.552037 0.95045
-0.000238985 1.15551 0.183916
0.000131309 0.664886 0.90258
-0.000167631 1.00047 0.270932
-0.000774309 1.04224 0.139839
-0.00119577 0.523506 0.925344
0.00435597 0.923791 0.700533
0.000482142 0.44875 0.92936
-0.000266306 0.186154 0.983703
-0.00109486 0.947114 0.593942
0.00195888 0.383924 0.952624
0 0 1
0.000410385 0.145287 0.969305
-0.000472531 0.347971 0.872852
-0.000369295 0.381563 0.677889
0.000152871 0.285634 0.968362
0.0013658 0.907298 0.393853
0.00112921 0.914316 0.729928
-0.00132822 1.09917 0.0348165
0 0 1
0.00265302 0.0923669 0.982113
-0.000875726 0.240765 0.975811
0.000100188 0.555134 0.876519
0.000100374 0.375823 0.923059
-0.000197932 0.45803 0.940025
0.0282397 0.961328 0.402568
0.0281263 1.14126 0.025182
-0.00138198 0.560019 0.933695
0.0109891 0.81175 0.0253864
0.000501983 0.549518 0.920935
6.16014e-05 0.33642 0.94955
0.00245783 0.267902 0.978712
-0.000611179 0.150464 0
-0.00103508 0.10508 0.983133
0.00109074 0.120359 0.980976
-0.0034665 0.725742 0.841523
-0.00349279 0.693924 0.0270631
-0.00456891 0.56194 0.854439
0.0532057 0.755856 0.698438
0.0528142 0.861268 0.44443
0.00144122 0.638767 0.867667
0.00123698 0.524331 0.914228
2.36928e-05 0.186439 0.540504
0.0129307 0.189949 0.975942
0.000425905 0.457112 0.919653
0 0 1
0.011659 0.31074 0.924178
-0.00184861 0.2591 0.966346
-0.00154377 0.253226 0.954307
-1.13472e-05 0.579851 0.928465
0.00226573 0.261125 0.0981035
-7.52807e-05 0.364592 0.936011
8.40425e-05 0.691317 0.893666
-0.000854611 0.498017 0.821745
-0.00217344 0.533046 0.223116
0.00731273 0.869535 0.680823
0.0022466 0.266985 0.760112
0.000998959 0.351074 0.92667
-0.0105079 0.465185 0.921725
0.00100451 0.554397 0.924204
-0.0106975 0.97573 0.125538
0.00747864 0.886264 0.498519
0.00736885 0.821493 0.651544
-0.0104924 0.731796 0.865718
-0.000541687 0.511083 0.916534
2.36258e-05 0.456321 0.927159
0.000467815 0.251357 0.94324
0 0 1
2.84091e-05 0.998393 0.0325582
-0.000324734 0.765325 0.837312
0.00122191 0.178075 0.982737
0.00276186 0.245887 0.910445
-0.000202037 0.844231 0.74428
-4.25205e-05 0.693382 0.863319
-0.0021424 0.373077 0.956262
-0.00129207 0.126383 0.885976
-0.00186136 0.257075 0.884588
0 0 1
-0.00119726 0.252158 0.968085
0.00109177 0.774847 0.880832
-0.036474 0.33524 0.940686
0.00376984 0.167648 0.983809
-0.0013252 0.246635 0.965845
0 0 1
0.00219227 0.0121957 0
0.00152679 0.113714 0.877609
0.00298777 0.18475 0.978785
-0.00150596 0.472181 0.836037
0.00171795 0.529489 0.0566774
0.000510894 0.256254 0.973885
-0.000501983 0.458762 0.960925
-0.0010447 0.464411 0.751964
-0.00185095 0.906232 0.54799
0.000898995 0.113893 0.970715
0 0 1
-0.00112872 0.422518 0.889097
0.000828907 0.266989 0.933814
-0.00392838 0.364882 0.961937
0.00268645 0.67734 0.803002
-0.00170752 0.770917 0.0127272
0.00140351 0.323133 0.933122
-0.00135198 0.235786 0.446279
-0.00130293 0.278681 0.494675
-0.0472155 0.442903 0.554133
-0.00164901 0.916963 0.394395
-0.000956349 0.777054 0.813714
0.00166281 0.540371 0.913404
-0.000746161 1.05592 0.0183385
0.00111844 0.0724074 0.977113
-0.000167221 0.323791 0.952098
-0.00029742 0.276059 0.973229
0.00106062 0.228997 0.96039
-0.00270849 0.293712 0.961088
0 0 1
0.00250584 0.822722 0.703743
-0.00282336 0.515833 0.775456
0.00153779 1.04085 0.0311268
0.00237047 0.375712 0.962015
0.00489125 0.84948 0.86266
-0.0182539 0.710915 0.466719
0.00108656 0.272921 0.950059
0 0 1
0.00110461 0.0721566 0.980258
0.00190539 0.172755 0.976561
-0.000686787 0.162589 0.968808
0.00261331 0.316725 0.807813
0.000681907 0.376879 0
0.00087744 0.80207 0.466346
-0.00156797 0.884833 0.704607
-9.24394e-05 0.521369 0.89727
0.0125926 1.12608 0.0188611
0.00061477 0.857109 0.782317
-6.4902e-05 0.507359 0.903908
0.00138284 0.476351 0.930336
-0.00219543 0.351644 0.872876
0.000628918 0.180516 0.967071
0.00175355 0.329055 0.304148
0.00206088 0.511374 0.552081
0.002908 0.929688 0.100492
0.00112928 0.0332932 0.24388
0.000597998 0.135432 0.528885
-0.00209823 0.27478 0.884064
0 0 0.806766
-0.00224677 0.399763 0.933691
0.000430435 0.404246 0.757998
-0.00144862 0.630359 0.0289016
0.00284929 0.323125 0.797682
-0.00130345 0.5881 0.0184762
0.000513382 0.816328 0.623355
-0.000684693 0.459642 0.90711
0.00231779 0.341938 0.397618
0.00280075 0.659032 0.861459
0.000428073 0.730059 0.823001
0.00081601 0.289023 0.933069
-0.0406574 0.24437 0
-0.00107615 0.0362592 0.985371
0 0 1
-0.00198694 0.117093 0.976032
0.00277863 0.180241 0.971486
-0.00106784 0.603023 0.878087
-0.00278301 0.905249 0.12385
-0.000560023 0.436912 0.914454
-0.00103923 0.878307 0.24393
0.00285321 1.09118 0.0419667
-0.000211306 0.733508 0.58422
0.0248965 0.784295 0.684222
0.00152151 0.543909 0.871532
-0.000392929 0.798781 0.565093
0.000724256 0.598911 0.426645
0.0247395 1.05997 0.0243591
0.0245156 1.11078 0.0249791
0.0279416 0.953018 0.405475
0.00265228 0.448029 0.86277
0 0 0.910965
0.00155564 0.367453 0.931957
0.0239409 1.02571 0.203436
0.0246962 0.378918 0.922841
0.00294451 0.563106 0.834793
0.00184792 0.80982 0.866705
-0.0333229 0.849874 0.769971
0.000972211 1.03122 0.396433
0 0 1
0.00309288 0.183928 0.979983
-0.00403155 0.362414 0.910559
0.00191402 0.295073 0.924744
0.000982814 0.611361 0.919381
0.00142967 0.358972 0.960004
0.000731587 0.786567 0.825089
-0.00146765 0.572295 0.877429
-0.000713862 0.899792 0.373554
0.0762595 1.01433 0.0318529
0.0025562 0.469664 0.778437
0.000143521 0.609469 0.923841
0.000561215 0.211705 0.977335
0.00307769 0.119119 0.591033
0 0 1
-0.00133941 0.234948 0.975884
0.00182342 0.121675 0.97989
0.00102995 0.115261 0.99263
0.0027553 0.236737 0.965796
0.04275 0.299432 0.188059
-0.000509016 0.653348 0.892152
-0.00129861 0.491978 0.0888863
2.6226e-06 1.10521 0.0452533
0.0153785 1.02151 0.287638
0.00303877 0.287189 0.976458
-0.00130521 0.134062 0.984964
-0.00312568 0.111214 0.979961
-0.00397861 0.1583 0.978041
-0.000917755 0.0133349 0.982265
0 0 1
0.00022199 0.28477 0.953601
0.000159733 0.624726 0.737267
0.000194795 0.761826 0.87837
0.000282243 0.512337 0.900628
0.000316709 0.315269 0.956623
0.000223041 0.773713 0.859073
0.00159249 0.491199 0.83301
-0.000378616 0.659957 0.799803
0.00268906 0.669565 0.855623
-0.00106843 1.09663 0.0486058
0.000243165 0.145469 0.964861
0.000642844 0.670955 0.872175
-0.0206248 0.50135 0.933945
-0.00180452 0.416418 0.334366
-0.00270371 0.46377 0.907249
0.010739 0.933859 0.681374
-0.00152778 0.273295 0.971187
0 0 1
-0.00463329 0.552534 0.845578
-0.00170888 0.636723 0.821913
-0.0217947 1.06725 0.0570303
-0.0218051 0.975882 0.345979
-0.022682 1.04058 0.157014
-0.00243043 0.797162 0.770127
-0.00260081 1.02097 0.24112
-0.0491373 1.06629 0.0610786
-0.0218287 0.601669 0.154975
-0.00185844 0.745651 0.899115
0.000870913 0.827667 0.809077
-0.0241198 0.895442 0.0660995
0.000493035 0.752367 0.869493
0.0580999 0.720239 0.122318
0.00107297 0.739986 0.438859
-0.00274018 0.254908 0.926639
0.000842631 0.804426 0.780269
0.00120627 1.09511 0.0283417
0.000993542 1.05559 0.11127
4.54336e-05 0.926942 0.661
-0.000845857 1.12505 0.0134337
0.000356413 0.928269 0.455856
0.000351287 0.676219 0.900707
0.000777431 0.170355 0.967545
-0.00177901 0.144392 0.98106
0 0 1
-0.000637621 0.0453401 0.96258
-0.00306376 0.165123 0.981498
-0.00113873 0.598231 0.933729
0.0610418 0.471701 0.903621
-0.00390412 0.347199 0.185577
-0.00399765 0.203205 0.955031
0.000690088 0.280452 0.98199
-0.00116982 1.09859 0.0267862
0.0525067 0.328773 0.813265
-0.00117965 0.126095 0.979312
-0.00221699 0.710891 0.870743
-0.00239975 0.723368 0.865291
-0.000255227 0.055913 0.97421
0 0 1
-0.00253181 0.122075 0.983162
0.0229132 0.82242 0.0436834
0.00102837 0.240358 0.964336
3.40492e-06 0.219437 0.957343
-0.0018822 0.143674 0.596605
0.000441223 0.626375 0.854931
-6.47232e-05 0.490588 0.931536
-0.00331621 0.456849 0.793393
0.00041832 0.479374 0.878756
0.000431292 0.14536 0.98687
0.00172835 0.332585 0.967437
0.0622054 0.475415 0.905115
0.000685446 0.466191 0.940332
-0.00127502 0.509965 0.836949
0 0 1
0.062462 0.248974 0.835643
-0.000905469 1.06512 0.108456
-0.00077337 0.694156 0.936284
-0.00830675 1.09244 0.0467711
-0.00274801 0.447714 0.967721
0 0 1
0.00353932 0.135571 0.985481
0.00077717 0.266965 0.973727
0.000180475 0.309871 0.336063
0.082876 0.235678 0.336927
0.000874951 0.492854 0.932155
-0.00124561 0.423135 0.943205
8.50782e-05 0.357136 0.979012
-0.00203682 0.504621 0.904621
3.27006e-05 1.10025 0.185914
0.00179619 0.883399 0.874144
0.0159863 0.607181 0.138597
0.0262208 0.346651 0.0484165
-0.000286698 0.145625 0.276608
0 0 0.984836
0.0258946 0.603287 0.783501
0.0252486 0.219391 0.70796
-0.00278507 0.795901 0.895451
-0.00236137 0.946917 0.669245
0.00160366 0.670027 0.244369
0 0 1
-0.0043685 0.461914 0.883167
-0.000792623 0.549492 0.69991
-0.0041561 0.285299 0.810428
-0.00259927 0.29391 0.935146
0.000223741 0.275858 0.668814
0.0122232 0.859617 0.816968
-0.000829622 0.652323 0.937223
-0.000284247 0.535204 0.901388
-0.0139971 0.448206 0.913367
0.00157918 0.909941 0.781914
-7.78586e-06 1.00358 0.423466
0.000521168 0.60198 0.897188
0 0 1
-0.000977375 0.0227077 0.982928
0.0015875 0.159669 0.982554
-0.00433426 0.342501 0.915508
-0.00310118 0.450476 0.363006
-0.014139 1.04274 0.205371
-0.0024975 0.654801 0.924749
-3.41535e-05 0.439108 0.897127
-0.0016009 0.392088 0.944202
-0.00156377 0.418436 0.963847
-0.0137141 0.754868 0.868395
-0.00124142 0.20411 0.847902
0.000402592 0.454316 0.914702
-0.00526603 0.509383 0.914736
0.00299152 0.263265 0.965958
0.00242853 1.10674 0.204056
0.00161037 1.16541 0.0435587
-0.00411174 1.65678 0
0.00102208 0.379566 0.656965
0.00030937 0.669859 0.187594
-0.0279557 0.458721 0.5345
0 0 1
0.000561647 0.244551 0.963427
-0.0277672 0.404717 0.928025
-0.00118248 0.28088 0.967493
-0.00173187 1.12835 0.130806
-0.00112977 0.785777 0.833027
-0.000533395 0.913557 0.820373
-0.000209853 1.0407 0.479155
-0.0175659 0.649159 0.893372
-0.0018316 1.14121 0.0986039
0.00176327 0.714147 0.833813
0.00110783 0.572267 0.870957
-3.7685e-05 0.581401 0.421791
0.000638954 0.405099 0.93431
-0.000452153 0.0834138 0.821179
-0.0012738 0.172325 0.61072
-0.00239547 0.217012 0.955384
0 0 1
-0.0027393 0.0401513 0.985725
-0.00122157 0.799534 0.209684
0.0012427 0.609588 0.873539
0.00372503 0.501055 0
4.11347e-05 0.259983 0.969054
0.000199236 0.435448 0.936909
-0.00315424 0.207014 0.961254
0.000279926 0.704359 0.729616
0.0471424 0.626354 0.383668
0.0485913 0.630141 0.555425
-0.000547886 0.504041 0.842766
0.0748781 0.546213 0.196971
0.000501923 0.721076 0.814676
0.000236481 0.660701 0.897523
