# delz, RspecovRlambda, pmem
0.00370242 0.809563 0.887439
0.000230223 0.869253 0.859079
0.00561509 1.02014 0.123295
-0.00126342 0.95235 0.499128
0.00158449 0.707628 0
0.00165443 0.794549 0.900203
0.00329158 0.841682 0.788676
0.0541294 0.846092 0.245146
0.0025057 0.9781 0.0644358
0.0076091 0.898998 0.798512
-0.000736885 1.07067 0.0157559
0.00698267 1.05061 0.0384611
0.00663727 1.05311 0.0319213
-0.00107574 0.680553 0.579291
-0.00165989 0.647318 0.94042
0.00215589 0.121892 0.99348
0.0237603 0.10892 0.990178
0 0 1
0.0261237 0.0664363 0.99586
0.00379787 0.378517 0.967958
-0.00143682 0.555609 0.433901
-0.00150654 0.499921 0.844946
-0.00134861 0.494392 0.94687
-0.0633824 0.293764 0.0847937
0.043609 0.754478 0.863844
0.00338611 0.81011 0.916582
0.00370397 0.998468 0.0696136
0.00780436 0.43765 0.931399
-0.0210315 0.306451 0.886751
0.00601245 0.358927 0.860485
0.000775166 0.589199 0.890444
0.00544978 0.43822 0.931564
0.00161949 0.711874 0.935672
0.00618853 0.720392 0.906394
-0.0022973 0.705116 0.345619
-0.000937529 0.491187 0.963707
0.000715308 0.571372 0.942082
0.00245698 0.596459 0.944579
0.00622353 0.84518 0.898924
0.00443867 0.95023 0.53291
0.00259708 1.05929 0.0274163
0.00537653 0.147522 0.988732
0.00021486 0.210167 0.960598
0.00050766 0.212557 0.984256
-0.00277749 0.482025 0.958395
-0.0625968 0.415012 0.660729
0.00222673 0.957156 0.482717
-0.00306164 0.591148 0.370035
0.00212952 0.81021 0.844474
0.00542453 0.910427 0.686817
0.00391571 0.505173 0.946868
-0.00156236 0.503672 0.949095
-0.00323004 0.468437 0.95647
0.0238766 0.48369 0.909358
-0.00361276 0.651582 0.916411
0.0020725 1.03576 0.0202301
0.0631077 0.971067 0.0140943
0.0593434 0.949318 0.544894
0.00035698 0.884018 0.543099
0.0483677 1.07268 0.0100717
0.00507747 0.449609 0.947647
0.00626312 0.537806 0.573012
0.00363283 0.335305 0.985524
0.00668572 0.602072 0.805949
0.0055463 0.605548 0.948608
0.00602869 0.715881 0.926072
0.00467639 0.673476 0.895757
0.00594688 0.483312 0.866641
0.00159626 0.364715 0.972109
0.00067535 0.304988 0.979041
0.00801799 0.374209 0.942347
-0.0167285 0.467936 0.956861
0.00352915 0.570728 0.854493
0.00339793 0.622454 0.832441
0.0143929 0.864366 0.442098
-0.000513084 0.890068 0.527851
-0.0242734 0.605692 0.941614
0.00502096 0.613779 0.67694
-0.00220085 0.559671 0.946784
0.0743492 1.03584 0.0656268
0.00216569 0.600358 0.940447
-0.00285461 0.281117 0.959251
-0.00245111 0.401716 0.950033
0.00821809 0.236791 0.227406
-0.00179866 0.377081 0.972254
-0.00208012 0.412552 0.968597
0.00143872 0.33381 0.978016
0.00273003 0.337376 0.970351
0.00123157 0.245395 0.982928
-0.00124118 0.239754 0.956669
0.000321865 0.468023 0.945759
-0.0010526 0.460857 0.964063
-0.00489362 0.484594 0.878689
-0.0493915 0.372394 0.286808
-0.00147394 0.430164 0.948412
0.00411857 0.134005 0.977164
0 0 1
-0.00126201 0.0474258 0.977176
-0.00109751 0.140774 0.827457
-0.003714 0.164763 0.959652
0.00108555 0.126023 0.986163
0.00641569 0.264152 0.97552
0.0016448 0.165671 0.994253
-0.0051876 0.0933456 0.972145
-0.00193582 0.0702311 0.985397
0.000626102 0.109731 0.911258
0.00540759 0.184759 0.98531
-0.00234398 1.00877 0.0861005
0.00119622 0.448656 0.962783
-0.0016608 0.431639 0.962938
-0.00300394 0.622625 0.948474
-0.00101697 0.714547 0.915112
0.00168529 0.335758 0.95275
0.0060934 0.268259 0.946236
2.19867e-05 0.214166 0.986366
-0.00194321 0.325107 0.907786
-0.000556588 0.411206 0.919918
0.00504451 0.876749 0.871087
3.30508e-05 0.739942 0.937505
0.00544699 0.716494 0.919572
0.00532625 0.735395 0.407598
0.00406341 0.968711 0.0183658
0.0044888 0.902761 0.809689
0.00678816 0.693153 0.927283
0 0 1
0.00146675 0.939672 0.116853
-0.00451595 0.865214 0.13473
0.000894554 0.957561 0.100336
0.00160509 0.632646 0
-0.00172447 0.804153 0.187108
-0.0036059 1.08595 0.0203871
-7.0855e-05 0.432305 0.973139
0.00127847 0.894401 0.538619
-0.00201776 0.903219 0.736749
0.00253766 0.943077 0.608132
-0.00261971 0.357992 0.973949
-0.00225027 0.27073 0.975107
0 0 1
-0.00262912 0.723699 0.878747
-0.0029055 0.662916 0.938681
-0.00116763 0.733908 0.643987
0.0513292 0.521537 0.168487
0.00133647 0.853987 0.809837
-0.000147119 0.668554 0.93401
-0.0028877 0.598989 0.892278
0.00407258 0.359762 0.954075
-0.00466441 0.112853 0.984919
0.000932381 0.165256 0.989913
0.0039831 0.135135 0.994493
0.000661753 0.178341 0.98147
0.000730082 0.141079 0.982719
0.000446044 0.0963562 0.994064
0 0 1
-0.000398926 0.029299 0.98907
-0.000281729 0.420253 0.825101
0.00761886 0.155185 0.984523
0.00261802 0.396424 0.944507
0.00544821 0.0859442 0.991737
-0.00747075 0.363117 0.949154
0.00236768 0.302038 0.908911
0.00413932 0.358764 0.970581
-0.00279841 0.543837 0.929762
-0.00227346 0.593368 0.868456
0.00266323 0.195407 0.982451
-0.00605478 0.353579 0.885723
-0.000976287 0.432892 0.883541
0.000694022 0.23835 0.960293
-0.000258058 0.887203 0.670895
0.000813827 0.813054 0.869127
0.033346 0.853674 0.374367
0.00500786 1.00651 0.0433724
0.000231959 0.660551 0.935458
-0.00158877 0.636318 0.885857
-0.000211872 0.576985 0.929206
-0.00346475 0.66634 0.80747
-0.00133996 0.645749 0.915261
-0.00133202 0.595252 0.925173
-0.000635155 0.250874 0.961547
0.000438139 0.248183 0.475184
-0.00410898 0.244632 0.986897
-0.000876337 0.35108 0.975345
-4.33624e-05 0.271111 0.985134
-0.00435857 0.835772 0.822388
-0.00581926 0.77398 0.293497
0.00119054 0.644283 0.931904
0.0414971 0.990481 0.0699769
-0.00207639 0.901739 0.569864
0.000108525 0.607065 0.918228
0.000180744 0.573925 0.93517
-0.0017277 0.654186 0.815162
0.00313095 0.829061 0.35525
-0.000946052 1.02176 0.0179247
-0.00357541 0.651583 0.925169
0.00193062 0.767584 0.870809
0.00389446 0.985459 0.0953002
0.000448234 0.935179 0.316223
0.0013972 0.656182 0.929987
-0.00375133 0.899737 0.823973
-0.00137055 1.12841 0.0293287
0.0499093 0.829543 0.0610219
-0.000730433 0.997816 0.466332
-0.0116547 0.967748 0.770029
0.0507008 0.935455 0.0637824
-0.000676379 0.909465 0.390295
-0.00035587 0.886037 0.910978
-0.00269994 0.464151 0.970835
-0.000751898 0.656193 0.937411
-0.0033934 0.756713 0.932321
-0.0126474 0.628434 0.95532
0.000346534 0.663601 0.818053
-0.0025561 0.448992 0.940625
0.000196733 0.674938 0.938968
0.00215723 0.452544 0.933717
-0.00458184 0.15961 0.961801
-0.00116237 0.526412 0.967839
-0.00213179 0.206544 0.976801
-0.000597015 0.509571 0.946592
-0.000134051 0.6868 0.869225
0.00401704 0.596021 0.746058
-0.0358735 1.06241 0.220563
0.0478867 0.0685857 0.748873
0 0 1
0.0486815 0.10767 0.502066
-0.000363491 0.159604 0.992957
0.00225081 0.283492 0.992618
7.011e-06 0.24865 0.987695
-0.0067734 0.397285 0.974743
0.00101099 0.383514 0.970907
-0.00380481 0.460095 0.962982
0.000936285 0.637856 0.269754
-0.00251245 0.950504 0.816313
-0.00274117 0.40882 0.97046
0.0269078 0.78337 0.884063
-0.00405799 1.10742 0.0567707
-0.00596423 0.82116 0.953569
-0.00186006 0.925809 0.910253
-0.000229493 1.08373 0.188926
-0.00273257 0.605672 0.0894121
0.000514969 0.25975 0.97913
-0.00411639 0.506266 0.935164
-0.00203279 0.369804 0.975982
-0.00326389 0.248885 0.987764
-0.00216418 0.810474 0.324405
-6.05658e-05 0.576577 0.957998
-0.00363398 0.280037 0.980685
-0.00277831 0.922123 0.82897
0.00125771 0.573093 0.948117
-0.00283623 0.678169 0.658641
-0.00212207 0.651118 0.702874
0.00385888 0.506784 0.68315
-0.00278027 0.317204 0.968682
-0.000295177 0.321103 0
-0.000912093 0.199488 0.959536
-0.00397679 0.174219 0.991767
-0.00197862 0.173471 0.977901
0 0 1
0.00170625 0.0194592 0
0.00512581 0.23591 0.98647
-0.00218678 0.160287 0.993238
-0.000525154 0.211057 0.98321
-0.00333754 0.705968 0.728269
-0.00224583 0.701048 0.625602
-0.00298638 0.573826 0.195541
-0.00463767 0.697486 0.842869
-0.00326197 0.571024 0.914801
-0.00158472 0.498207 0.203337
-0.00141823 0.808319 0.798639
0.0027997 0.67195 0.635365
-0.0038744 1.10408 0.0364487
-0.00119811 0.487523 0.965654
-0.000614256 0.596715 0.943959
0.0018006 0.822765 0.687682
-0.00203083 1.01975 0.26252
-0.00360697 0.571275 0.978646
0.00230273 1.05851 0.141484
-0.031656 1.02209 0.483837
-0.0308221 0.847635 0.835146
0.00196225 0.475349 0.965583
0.00556267 0.307694 0.983729
0.00383299 0.441675 0.715684
-0.00389409 0.451035 0.11476
-0.0476506 0.641477 0.920248
0.0020747 0.360994 0.935692
-0.000175521 0.0918256 0.982741
-0.000448085 0.125205 0.982526
0.00323517 0.435584 0.950567
0 0 1
0.00345879 0.651592 0.840151
-0.00377615 0.995789 0.698905
0.00459037 1.00048 0.627177
0.00490799 0.64629 0.874008
-0.00111634 0.856514 0.845472
-0.00215196 0.775708 0.918092
0.00170638 0.194812 0.938218
0.00359618 0.105546 0.993944
0.00341847 0.176634 0.992132
0.000231899 0.641421 0.938946
-0.000406131 0.913136 0.899409
0.00331821 0.76965 0.829746
-0.00126778 1.05891 0.0108685
-0.0309632 1.0419 0.0206378
0.000248209 0.552555 0.924491
0.00187834 0.346909 0.900371
-0.000989221 0.203834 0.968684
0.00160829 0.262263 0.413006
6.41719e-05 0.115891 0.944241
-0.000165261 0.118843 0.983254
0 0 1
-0.00163447 0.0323615 0.961911
-3.24696e-05 0.0910536 0.990195
0.00169521 0.185463 0.991076
-0.00162581 0.113887 0.994438
0.000983015 0.158043 0.992944
-0.0019609 0.303363 0.983188
-0.00144304 0.833424 0.676766
-0.000791699 0.522957 0.656206
-0.00255284 0.424949 0.967279
-0.00274844 0.777573 0.121021
-0.000451148 0.862089 0.916857
7.03409e-05 0.813683 0.916486
0.00162886 0.854095 0.926343
-0.000359111 0.735048 0.903106
0.00198339 0.297443 0.902559
0.00341751 0.334878 0.210823
-0.00386904 0.267781 0.719647
-0.00564411 0.177061 0.978503
-0.00345805 1.09593 0.0575566
0.016434 0.877981 0.908769
0.0165951 0.871207 0.805835
0.00213028 0.341111 0.983708
0.000392944 0.471034 0.970076
0.0011719 0.577466 0.878855
0.015879 0.567821 0.933774
0.0359558 0.665549 0.721313
0.00292386 0.473529 0.959011
0.035908 0.891532 0.713541
