# lambda_min, density(>lambda_min)[h3Mpc-3] (Om=0.3), lower bound, upper bound
5.00785      0.000128238  6.41188e-05  0.000256475 
5.65399      0.000104413  5.22066e-05  0.000208826 
6.38351      8.54782e-05  4.27391e-05  0.000170956 
7.20716      7.05589e-05  3.52795e-05  0.000141118 
8.13708      5.77853e-05  2.88926e-05  0.000115571 
9.18699      4.73358e-05  2.36679e-05  9.46716e-05 
10.3724      3.8133e-05   1.90665e-05  7.6266e-05  
11.7107      3.05465e-05  1.52733e-05  6.1093e-05  
13.2217      2.41565e-05  1.20783e-05  4.83131e-05 
14.9276      1.88472e-05  9.42362e-06  3.76945e-05 
16.8537      1.44933e-05  7.24665e-06  2.89866e-05 
19.0283      1.12325e-05  5.61627e-06  2.24651e-05 
21.4835      8.50428e-06  4.25214e-06  1.70086e-05 
24.2554      6.4808e-06   3.2404e-06   1.29616e-05 
27.385       4.80813e-06  2.40406e-06  9.61626e-06 
30.9184      3.48315e-06  1.74158e-06  6.96631e-06 
34.9078      2.44948e-06  1.22474e-06  4.89897e-06 
39.4118      1.69459e-06  8.47296e-07  3.38918e-06 
44.497       1.18402e-06  5.92011e-07  2.36804e-06 
50.2383      7.54892e-07  3.77446e-07  1.50978e-06 
56.7204      4.60453e-07  2.30226e-07  9.20906e-07 
64.0389      2.91307e-07  1.45653e-07  5.82614e-07 
72.3017      1.8794e-07   9.397e-08    3.7588e-07  
81.6306      1.25293e-07  6.26466e-08  2.50587e-07 
92.1632      7.20436e-08  3.60218e-08  1.44087e-07 
104.055      4.6985e-08   2.34925e-08  9.397e-08   
117.481      2.19263e-08  1.09632e-08  4.38526e-08 
132.639      1.56617e-08  7.83083e-09  3.13233e-08 
149.753      6.26466e-09  3.13233e-09  1.25293e-08 
169.075      3.13233e-09  1.56617e-09  6.26466e-09 
