# rp, DeltaSigma, err
0.261662     133.946      34.4074     
0.412642     170.668      22.5724     
0.64886      131.328      14.7813     
1.02694      77.5616      9.54387     
1.61618      59.906       5.97866     
2.55424      27.0974      3.73146     
4.0272       12.7647      2.35673     
6.34352      6.62514      1.53408     
10.0139      2.06367      1.02212     
15.7864      4.05763      0.700219    
24.8924      1.72686      0.498042    
