#cov from SACcov
166.645      3.69524      2.1071       1.02562      0.609333     0.199178     0.0495747    0.0480822    0.0134707    0.0100699    -0.00963456 
3.69524      65.3134      1.67177      0.889136     0.405057     0.190375     0.0550284    0.0152972    0.0114269    -0.00723704  0.00424438  
2.1071       1.67177      27.4596      0.582431     0.219707     0.0310495    0.0584862    0.0117037    0.00423288   0.00181626   -0.000197697
1.02562      0.889136     0.582431     10.5797      0.207105     0.0573118    0.0359602    0.0143934    0.00555418   0.00265851   9.81823e-06 
0.609333     0.405057     0.219707     0.207105     4.31311      0.0746106    0.01864      0.00467397   0.00196544   0.000571667  0.00235392  
0.199178     0.190375     0.0310495    0.0573118    0.0746106    1.79213      0.0249274    0.00986917   0.00404208   0.00123363   1.09195e-05 
0.0495747    0.0550284    0.0584862    0.0359602    0.01864      0.0249274    0.728084     0.0139346    0.00291779   0.00196057   0.000657095 
0.0480822    0.0152972    0.0117037    0.0143934    0.00467397   0.00986917   0.0139346    0.306966     0.00917903   0.0029886    0.000989956 
0.0134707    0.0114269    0.00423288   0.00555418   0.00196544   0.00404208   0.00291779   0.00917903   0.135491     0.00729026   0.00209866  
0.0100699    -0.00723704  0.00181626   0.00265851   0.000571667  0.00123363   0.00196057   0.0029886    0.00729026   0.062224     0.00612638  
-0.00963456  0.00424438   -0.000197697 9.81823e-06  0.00235392   1.09195e-05  0.000657095  0.000989956  0.00209866   0.00612638   0.0317255   
