# cov
17025.6      111.833      104.154      79.7048      48.1603      10.2367      22.2873      11.6906      4.06642      1.66325      2.61917      -0.486626    0.0530044    0.00181521   0.0696545   
111.833      17259.2      84.9463      14.0687      58.2643      27.1645      12.6352      8.62797      8.18449      2.65469      0.0360855    0.00843174   -0.0532023   -0.0305985   -0.0384268  
104.154      84.9463      4382.26      56.7953      46.4865      18.1698      14.2432      7.99547      3.30093      0.362395     0.280442     0.488554     0.0908806    0.105725     -0.0202399  
79.7048      14.0687      56.7953      2493.21      42.6028      25.6785      12.0566      6.59135      5.5073       1.67146      0.777468     -0.251662    0.135229     -0.0783724   -0.0442362  
48.1603      58.2643      46.4865      42.6028      698.713      16.6098      11.2543      5.71119      2.10571      1.11925      0.513537     0.278599     0.0736587    0.00679077   -0.0152964  
10.2367      27.1645      18.1698      25.6785      16.6098      322.773      6.41453      4.39236      1.47738      0.901544     0.394028     0.106344     0.020694     -0.0263953   -0.0161908  
22.2873      12.6352      14.2432      12.0566      11.2543      6.41453      149.651      3.03228      0.994559     0.601297     0.050497     0.203048     0.0693771    0.0188799    0.0256017   
11.6906      8.62797      7.99547      6.59135      5.71119      4.39236      3.03228      63.0053      0.85876      0.193743     0.137746     0.00685443   0.0507429    0.0122671    0.00490406  
4.06642      8.18449      3.30093      5.5073       2.10571      1.47738      0.994559     0.85876      24.7134      0.404567     0.0459814    0.0125016    -0.00516006  0.019693     0.00675301  
1.66325      2.65469      0.362395     1.67146      1.11925      0.901544     0.601297     0.193743     0.404567     10.1851      0.0941857    0.0294341    0.00136521   0.0102243    0.00478788  
2.61917      0.0360855    0.280442     0.777468     0.513537     0.394028     0.050497     0.137746     0.0459814    0.0941857    4.08629      0.0420467    0.0147124    0.00396666   0.00445824  
-0.486626    0.00843174   0.488554     -0.251662    0.278599     0.106344     0.203048     0.00685443   0.0125016    0.0294341    0.0420467    1.67204      0.0292891    0.012228     0.00180518  
0.0530044    -0.0532023   0.0908806    0.135229     0.0736587    0.020694     0.0693771    0.0507429    -0.00516006  0.00136521   0.0147124    0.0292891    0.716045     0.0231681    0.00971286  
0.00181521   -0.0305985   0.105725     -0.0783724   0.00679077   -0.0263953   0.0188799    0.0122671    0.019693     0.0102243    0.00396666   0.012228     0.0231681    0.319962     0.0224463   
0.0696545    -0.0384268   -0.0202399   -0.0442362   -0.0152964   -0.0161908   0.0256017    0.00490406   0.00675301   0.00478788   0.00445824   0.00180518   0.00971286   0.0224463    0.154774    
