# cov
25588.4      135.839      97.2532      64.2651      63.3992      32.1076      21.6183      7.72927      4.3593       0.805222     0.305462     0.990895     -0.0276251   -0.182896    0.0656316   
135.839      2953.83      88.2961      64.465       47.9827      32.4404      16.5223      8.27127      4.71699      1.3656       0.868145     0.154481     0.164893     -0.0117869   0.0158664   
97.2532      88.2961      1247.09      63.8325      49.196       29.1294      16.9528      7.79677      3.99838      1.92253      0.689784     0.339308     0.0925202    0.0236342    0.0127763   
64.2651      64.465       63.8325      476.068      39.8967      25.3266      13.3967      7.34737      2.87322      1.3573       0.569327     0.128671     0.129526     0.0411112    0.021636    
63.3992      47.9827      49.196       39.8967      240.068      19.5256      10.4442      5.21877      2.51291      1.15011      0.520894     0.192283     0.0416561    0.0340028    0.00208874  
32.1076      32.4404      29.1294      25.3266      19.5256      94.1325      7.8652       3.98988      1.93214      0.806215     0.31218      0.136643     0.0308155    0.0335632    0.00839506  
21.6183      16.5223      16.9528      13.3967      10.4442      7.8652       40.8281      2.56362      1.277        0.549399     0.21808      0.108325     0.0399822    0.0190547    0.00699383  
7.72927      8.27127      7.79677      7.34737      5.21877      3.98988      2.56362      17.1936      0.899666     0.33299      0.16204      0.0601772    0.0213211    0.0182817    0.00993748  
4.3593       4.71699      3.99838      2.87322      2.51291      1.93214      1.277        0.899666     7.00621      0.28736      0.096594     0.0399157    0.0150845    0.00813191   0.00343571  
0.805222     1.3656       1.92253      1.3573       1.15011      0.806215     0.549399     0.33299      0.28736      2.92003      0.094643     0.0325698    0.00718504   0.00644814   0.00176837  
0.305462     0.868145     0.689784     0.569327     0.520894     0.31218      0.21808      0.16204      0.096594     0.094643     1.23482      0.0424275    0.0146296    0.00494129   0.00223285  
0.990895     0.154481     0.339308     0.128671     0.192283     0.136643     0.108325     0.0601772    0.0399157    0.0325698    0.0424275    0.529005     0.0264344    0.00843038   0.00244065  
-0.0276251   0.164893     0.0925202    0.129526     0.0416561    0.0308155    0.0399822    0.0213211    0.0150845    0.00718504   0.0146296    0.0264344    0.237609     0.0188386    0.00548029  
-0.182896    -0.0117869   0.0236342    0.0411112    0.0340028    0.0335632    0.0190547    0.0182817    0.00813191   0.00644814   0.00494129   0.00843038   0.0188386    0.118231     0.0160368   
0.0656316    0.0158664    0.0127763    0.021636     0.00208874   0.00839506   0.00699383   0.00993748   0.00343571   0.00176837   0.00223285   0.00244065   0.00548029   0.0160368    0.0638619   
