#cov from JKcov
39.4194      1.14894      -0.402324    0.12728      0.810865     -0.78937     0.513258     -0.176796    0.103074     0.0794125    0.0401796   
1.14894      12.5121      0.521819     0.48625      0.553996     0.0911       0.362799     -0.0965758   -0.0557398   -0.0395481   -0.0477931  
-0.402324    0.521819     6.84179      0.285216     0.0995155    -0.26644     0.0566362    -0.126419    -0.00114602  -0.00244665  -0.0240728  
0.12728      0.48625      0.285216     2.75188      0.323279     -0.282812    0.00185232   -0.0494222   0.0389423    0.0365458    0.0361754   
0.810865     0.553996     0.0995155    0.323279     1.37561      -0.124138    0.113008     -0.0338923   0.0383233    0.0205986    0.00935985  
-0.78937     0.0911       -0.26644     -0.282812    -0.124138    0.465147     0.00939413   0.0359989    0.0114442    -0.0139164   -0.00752926 
0.513258     0.362799     0.0566362    0.00185232   0.113008     0.00939413   0.196388     -0.00352551  0.00666385   0.00524666   0.00597925  
-0.176796    -0.0965758   -0.126419    -0.0494222   -0.0338923   0.0359989    -0.00352551  0.109132     0.00784423   0.00472053   -0.0051898  
0.103074     -0.0557398   -0.00114602  0.0389423    0.0383233    0.0114442    0.00666385   0.00784423   0.0463609    0.0112072    0.00295207  
0.0794125    -0.0395481   -0.00244665  0.0365458    0.0205986    -0.0139164   0.00524666   0.00472053   0.0112072    0.0225284    0.00468673  
0.0401796    -0.0477931   -0.0240728   0.0361754    0.00935985   -0.00752926  0.00597925   -0.0051898   0.00295207   0.00468673   0.0165487   
