# cov
29638.9      67.1932      99.8246      45.7444      62.0559      23.4028      13.1192      7.9885       2.68768      0.826611     0.902798     -0.228931    0.0328388    0.0318561    -0.0791962  
67.1932      6012.16      63.7142      48.2446      32.9726      23.8028      13.4249      7.2895       3.56745      0.286049     0.225906     0.132382     0.41237      -0.0102478   -0.0348597  
99.8246      63.7142      2888.51      45.023       34.8285      22.4632      13.7629      8.15929      3.90588      1.16626      0.683788     0.0540969    0.193712     0.0459944    0.0452407   
45.7444      48.2446      45.023       884.207      29.6885      19.4032      10.7579      5.48171      2.94602      1.17441      0.342998     0.405052     -0.0185663   0.010589     0.000731986 
62.0559      32.9726      34.8285      29.6885      340.737      14.5914      9.03788      4.58219      2.29709      1.10734      0.499157     0.106132     0.0546255    -0.022282    0.0140804   
23.4028      23.8028      22.4632      19.4032      14.5914      155.316      6.17204      3.30359      1.4373       0.606906     0.27095      0.0549853    0.0437031    0.0263392    0.0122715   
13.1192      13.4249      13.7629      10.7579      9.03788      6.17204      62.2776      2.13519      0.962375     0.463074     0.219736     0.095032     0.0277634    0.0162618    0.00630857  
7.9885       7.2895       8.15929      5.48171      4.58219      3.30359      2.13519      23.3446      0.655174     0.266788     0.138453     0.0570318    0.0285964    0.00601341   0.00482762  
2.68768      3.56745      3.90588      2.94602      2.29709      1.4373       0.962375     0.655174     9.53606      0.203091     0.0935879    0.0254603    0.0191956    0.00761605   0.00387383  
0.826611     0.286049     1.16626      1.17441      1.10734      0.606906     0.463074     0.266788     0.203091     3.93888      0.0707019    0.0183517    0.00766833   0.00376631   0.0032736   
0.902798     0.225906     0.683788     0.342998     0.499157     0.27095      0.219736     0.138453     0.0935879    0.0707019    1.62115      0.0354372    0.0124582    0.0047207    0.00194256  
-0.228931    0.132382     0.0540969    0.405052     0.106132     0.0549853    0.095032     0.0570318    0.0254603    0.0183517    0.0354372    0.690979     0.0207648    0.00708511   0.00285179  
0.0328388    0.41237      0.193712     -0.0185663   0.0546255    0.0437031    0.0277634    0.0285964    0.0191956    0.00766833   0.0124582    0.0207648    0.298749     0.0160044    0.00533894  
0.0318561    -0.0102478   0.0459944    0.010589     -0.022282    0.0263392    0.0162618    0.00601341   0.00761605   0.00376631   0.0047207    0.00708511   0.0160044    0.137247     0.0131309   
-0.0791962   -0.0348597   0.0452407    0.000731986  0.0140804    0.0122715    0.00630857   0.00482762   0.00387383   0.0032736    0.00194256   0.00285179   0.00533894   0.0131309    0.0691007   
