# lambda_min, density(>lambda_min)[h3Mpc-3] (Om=0.3), lower bound, upper bound
5.00785      0.000133569  6.67843e-05  0.000267137 
5.71813      0.00010758   5.37899e-05  0.00021516  
6.52917      8.74732e-05  4.37366e-05  0.000174946 
7.45523      7.15281e-05  3.57641e-05  0.000143056 
8.51264      5.83622e-05  2.91811e-05  0.000116724 
9.72004      4.73664e-05  2.36832e-05  9.47329e-05 
11.0987      3.75741e-05  1.87871e-05  7.51483e-05 
12.6729      2.99617e-05  1.49808e-05  5.99234e-05 
14.4703      2.35237e-05  1.17619e-05  4.70474e-05 
16.5227      1.82989e-05  9.14945e-06  3.65978e-05 
18.8662      1.39731e-05  6.98655e-06  2.79462e-05 
21.5421      1.05414e-05  5.27072e-06  2.10829e-05 
24.5975      7.77679e-06  3.8884e-06   1.55536e-05 
28.0863      5.68881e-06  2.8444e-06   1.13776e-05 
32.07        4.13248e-06  2.06624e-06  8.26496e-06 
36.6186      2.93382e-06  1.46691e-06  5.86764e-06 
41.8124      1.94299e-06  9.71495e-07  3.88598e-06 
47.7429      1.37266e-06  6.8633e-07   2.74532e-06 
54.5145      9.42495e-07  4.71248e-07  1.88499e-06 
62.2466      6.37997e-07  3.18998e-07  1.27599e-06 
71.0753      3.57665e-07  1.78832e-07  7.1533e-07  
81.1563      2.17499e-07  1.08749e-07  4.34998e-07 
92.6671      1.54666e-07  7.7333e-08   3.09332e-07 
105.811      8.69996e-08  4.34998e-08  1.73999e-07 
120.818      5.79997e-08  2.89999e-08  1.15999e-07 
137.955      2.89999e-08  1.44999e-08  5.79997e-08 
157.521      1.44999e-08  7.24996e-09  2.89999e-08 
179.863      4.83331e-09  2.41665e-09  9.66662e-09 
205.374      4.83331e-09  2.41665e-09  9.66662e-09 
234.504      4.83331e-09  2.41665e-09  9.66662e-09 
