# cov
693.686      -6.76947     26.3095      -1.13242     16.1186      -13.665      5.53612      -0.304067    1.83725      -1.35235     1.92529     
-6.76947     200.076      13.0267      -3.85964     5.37765      1.4587       6.06332      2.53517      1.80806      3.46312      0.924001    
26.3095      13.0267      145.282      8.5635       5.05487      0.336847     0.726756     -0.164974    1.45691      1.36443      0.53611     
-1.13242     -3.85964     8.5635       47.0329      -0.100214    -0.816885    -1.03248     -0.961102    -0.663804    -0.852904    0.0886413   
16.1186      5.37765      5.05487      -0.100214    24.1439      1.38475      1.53179      0.41679      -0.856572    0.117432     0.221262    
-13.665      1.4587       0.336847     -0.816885    1.38475      6.5416       -0.271205    0.449394     -0.0243495   0.325903     0.076293    
5.53612      6.06332      0.726756     -1.03248     1.53179      -0.271205    2.96648      0.293704     0.0477384    0.255903     0.147351    
-0.304067    2.53517      -0.164974    -0.961102    0.41679      0.449394     0.293704     1.57951      0.171566     0.185731     0.171863    
1.83725      1.80806      1.45691      -0.663804    -0.856572    -0.0243495   0.0477384    0.171566     0.874809     0.222378     0.0397998   
-1.35235     3.46312      1.36443      -0.852904    0.117432     0.325903     0.255903     0.185731     0.222378     0.467145     0.0999126   
1.92529      0.924001     0.53611      0.0886413    0.221262     0.076293     0.147351     0.171863     0.0397998    0.0999126    0.208152    
