# cov
224.243      -18.155      -14.14       -0.388015    10.1797      1.73326      -1.95558     -1.14072     -0.524066    -1.69215     0.00654721  
-18.155      67.012       0.790372     1.90181      1.46454      -1.28085     0.0363067    0.0939055    -0.540271    -0.185327    -0.241211   
-14.14       0.790372     32.3626      -1.04082     -1.24624     -0.408244    -0.00207907  -0.540211    0.267818     0.337078     0.0831914   
-0.388015    1.90181      -1.04082     13.8511      0.939358     0.36408      -0.358691    -0.187252    -0.0360686   0.120202     0.0230225   
10.1797      1.46454      -1.24624     0.939358     6.72363      0.522807     0.0126888    -0.0027555   0.0690355    -0.0100434   -0.0156362  
1.73326      -1.28085     -0.408244    0.36408      0.522807     2.61861      -0.0587766   -0.0181257   0.124398     0.0213403    -0.0370344  
-1.95558     0.0363067    -0.00207907  -0.358691    0.0126888    -0.0587766   0.939527     0.00117231   0.110917     0.0552958    0.0320341   
-1.14072     0.0939055    -0.540211    -0.187252    -0.0027555   -0.0181257   0.00117231   0.399535     0.0551532    0.0584592    0.0351233   
-0.524066    -0.540271    0.267818     -0.0360686   0.0690355    0.124398     0.110917     0.0551532    0.24143      0.0671808    0.016636    
-1.69215     -0.185327    0.337078     0.120202     -0.0100434   0.0213403    0.0552958    0.0584592    0.0671808    0.170012     0.0425937   
0.00654721   -0.241211    0.0831914    0.0230225    -0.0156362   -0.0370344   0.0320341    0.0351233    0.016636     0.0425937    0.0608646   
