# cov
57.8629      5.6068       -1.31272     -2.23792     2.16311      -0.214206    0.761486     0.392091     0.108815     0.0911274    -0.0514915  
5.6068       43.2695      -0.498984    -0.525023    -0.56328     0.903102     -0.750267    0.112949     -0.255824    0.120372     -0.0896202  
-1.31272     -0.498984    17.2457      0.394728     -1.61333     1.06107      -0.812596    0.231743     0.0912081    -0.0712497   -0.056452   
-2.23792     -0.525023    0.394728     5.99138      0.43858      0.263439     0.198806     -0.105156    0.0257051    -0.127239    -0.162219   
2.16311      -0.56328     -1.61333     0.43858      3.17611      0.208263     0.13208      0.0612853    -0.150313    0.0727331    0.0241829   
-0.214206    0.903102     1.06107      0.263439     0.208263     1.34822      -0.0124523   0.0215807    0.0127752    0.0120223    -0.0309955  
0.761486     -0.750267    -0.812596    0.198806     0.13208      -0.0124523   0.722305     0.0147455    0.050386     -0.0048343   -0.017859   
0.392091     0.112949     0.231743     -0.105156    0.0612853    0.0215807    0.0147455    0.266545     0.0155063    -0.00086575  0.0154257   
0.108815     -0.255824    0.0912081    0.0257051    -0.150313    0.0127752    0.050386     0.0155063    0.123027     0.0307853    0.0132921   
0.0911274    0.120372     -0.0712497   -0.127239    0.0727331    0.0120223    -0.0048343   -0.00086575  0.0307853    0.0673223    0.0249449   
-0.0514915   -0.0896202   -0.056452    -0.162219    0.0241829    -0.0309955   -0.017859    0.0154257    0.0132921    0.0249449    0.0589741   
